Sex	Name	Origin	Meaning	Source
M	Surtr	Norse	A mythical giant.	source1
M	Surya	Sanskrit	sun	source2
M	Susi	Biblical	Horse, swallow, moth.	source1
M	Susumu	Japanese	advancement, progress	source2
M	SutcIyf	English	From the south cliff.	source1
M	Sutcliff	English	From the south cliff.	source1
M	Sutekh	Egyptian	Son of Seb and Nut.	source1
M	Suthclif	English	From the south cliff.	source1
M	Sutherland	Norse	From the south.	source1
M	Sutherland	Scottish	From Sutherland.	source1
M	Suthfeld	English	From the south field.	source1
M	Suthleah	English	From the south meadow.	source1
M	Suthley	English	From the south meadow.	source1
M	Suthrland	Norse	From the south.	source1
M	Suttecliff	English	From the south cliff.	source1
M	Sutton	English	From the south farm.	source1
M	Sutton	Old English	south town	source2
M	Suzanna	English	Lily. In the apocryphal Book of Tobit Susannah courageously defended herself against wrongful accusation.	source1
M	Suzu	Japanese	Long-lived; crane.	source1
M	Svaldifari	Norse	A mythical stallion.	source1
M	Svann	Norse	Swan.	source1
M	Svan	Norse	Swan.	source1
M	Svante	Old Norse	boy, lad	source2
M	Svartkel	Norse	Father of Thorkel.	source1
M	Svart	Norse	Father of Thorkel.	source1
M	Svec	Czechoslovakian	Shoemaker.	source1
M	Sveinn	Old Norse	boy, lad	source2
M	Svein	Norse	Young.	source1
M	Svein	Old Norse	boy, lad	source2
M	Svenbjom	Swedish	Young bear.	source1
M	Svend	Danish	Young man.	source1
M	Svend	Norse	Young.	source1
M	Svend	Old Norse	boy, lad	source2
M	Svend	Swedish	Young.	source1
M	Sven	Old Norse	boy, lad	source2
M	Sven	Scandinavian	Youth; boy.	source1
M	Svens	Swedish	Young.	source1
M	Sven	Swedish	Young.	source1
M	Sverre	Old Norse	Words: spin, swirl about	source2
M	Sverting	Norse	Son of Runolf Ulfsson.	source1
M	Svewn	Norse	Young.	source1
M	Sveyn	Norse	Young.	source1
M	Svit	Unknown	 	source2
M	Swain	English	Knight's attendant.	source1
M	Swain	Teutonic	Young.	source1
M	Swayn	English	Knight's attendant.	source1
M	Sweeney	Irish	Little hero.	source1
M	Swen	Old Norse	boy, lad	source2
M	Swift	Anglo-Saxon	Swift.	source1
M	Swinton	English	From the swine farm.	source1
M	Swintun	English	From the swine farm.	source1
M	Swithin	English	Strong.  St. Swithin was the Bishop of Winchester in the 9th century.  The weather on St. Swithin's day is traditionally expected to remain the same for the following forty days.	source1
M	Swithun	Anglo-Saxon	Name of a saint.	source1
M	Sychar	Biblical	End.	source1
M	Syd	English	Diminutive of Sidney: Wide Island: south of the water; 'from St. Denis'.	source1
M	Syd	French	Diminutive of Sidney: From Saint-Denis (place name).	source1
M	Sydney	English	Variant of Sidney: Wide Island: south of the water; from Sidon.	source1
M	Sydney	French	Variant of Sidney: From Saint-Denis (place name).  This name has recently become popular for girls as well as boys.	source1
M	Sydney	Greek	From Sidon.	source1
M	Sydney	Old French	 	source2
M	Syed	Arabic	 	source2
M	Syene	Biblical	A bush, enmity.	source1
M	Sylas	Latin	Words: wood, forest	source2
M	Sylvain	Latin	Words: wood, forest	source2
M	Sylvan	Latin	Of the forest.	source1
M	Sylvanus	Latin	Of the forest.	source1
M	Sylvester	English	See Silvester.	source1
M	Sylvester	Latin	of the forest	source2
M	Sylvester	Latin	Of the woods; of the forest.  Famous Bearer:  action movie actor Sylvester Stallone.	source1
M	Symeon	Greek	Sign.	source1
M	Symeon	Hebrew	Obedient.	source1
M	Symington	English	From Simon's estate.	source1
M	Symon	English	Variant of Simon meaning 'hear; listen.'.	source1
M	Symon	Greek	Variant of Simon meaning 'hear; listen.'.	source1
M	Symontun	English	From Simon's estate.	source1
M	Synn	Anglo-Saxon	Sin.	source1
M	Syracuse	Biblical	That draws violently.	source1
M	Syver	Norse	Victorious defender.	source1
M	Syver	Old Norse	Words: victory / guard, defender	source2
M	Syvwkh	Welsh	Legendary son of Cleddyv KyvwIch.	source1
M	Szabolcs	Unknown	 	source2
M	Szczepan	Polish	Crown.	source1
M	Szebasztián	Old Greek	from Sebaste	source2
M	Szilárd	Hungarian	solid, stable	source2
M	Szilveszter	Latin	of the forest	source2
M	Szymon	Hebrew	He (God) has heard	source2
M	Taabish	Muslim	Variant of Tabish: Warmth. Brilliance..	source1
M	Taahir	Muslim	Variant of Tahir: Pure. Chaste. Modest..	source1
M	Taajwar	Muslim	Variant of Tajwar: King. Crowned..	source1
M	Taalib	Muslim	Variant of Talib: Candidate. Student..	source1
M	Taamir	Muslim	Variant of Tamir: One who knows dates..	source1
M	Taanach	Biblical	Who humbles thee, who answers thee.	source1
M	Taanach-shilo	Biblical	Breaking down a fig-tree.	source1
M	Taariq	Muslim	Variant of Tariq: Nightcomer. Morning star..	source1
M	Taatheer	Muslim	Variant of Tathir: Effectiveness. Impression..	source1
M	Taaveti	Hebrew	Dearly loved.	source1
M	Taavetti	Finnish	Beloved.	source1
M	Taavi	Finnish	Beloved.	source1
M	Taavi	Hebrew	Dearly loved.	source1
M	Tabaarak	Muslim	Variant of Tabarak: Hallowed. Magnified..	source1
M	Tabarak	Muslim	Hallowed. Magnified..	source1
M	Tabassum	Muslim	Smile. Happiness..	source1
M	Tabbart	German	Brilliant.	source1
M	Tabbath	Biblical	Good, goodness.	source1
M	Tabeal	Biblical	Good God	source1
M	Tabeel	Biblical	Good God	source1
M	Tabe	Frisian	Words: people	source2
M	Tab	English	Drummer. Abbreviation of Tabor. The biblical Mt. Tabor is a landmark mountain near Nazareth.	source1
M	Taberah	Biblical	Burning.	source1
M	Taber	Irish	Well.	source1
M	Tab	German	Brilliant.	source1
M	Tab	Hebrew	Abbreviation of Tabor. The biblical Mt. Tabor is a landmark mountain near Nazareth.	source1
M	Tabish	Muslim	Warmth. Brilliance..	source1
M	Tabor	Biblical	Choice, purity, bruising.	source1
M	Tabor	Hebrew	In the bible Mt. Tabor is a landmark mountain near Nazareth.	source1
M	Tabor	Hungarian	Camp.	source1
M	Tabor	Spanish	Plays a small drum.	source1
M	Tabrimon	Biblical	Good pomegranate, the navel, the middle.	source1
M	Tadao	Japanese	Complacent; satisfied.	source1
M	Tad	Aramaic	 	source2
M	Tadashi	Japanese	correct, righteous	source2
M	Tadd	English	Abbreviation of Thaddeus who was one of Christ's 12 apostles.	source1
M	Taddeo	Aramaic	 	source2
M	Tadd	Welsh	Father.	source1
M	Tadej	Aramaic	 	source2
M	Tad	English	Abbreviation of Thaddeus who was one of Christ's 12 apostles.	source1
M	Tadeo	Aramaic	Praise.	source1
M	Tadeo	Aramaic	 	source2
M	Tadeo	Spanish	Praise.	source1
M	Tadeu	Aramaic	 	source2
M	Tadeusz	Aramaic	 	source2
M	Tadhgan	Old Irish	poet	source2
M	Tadhg	Celtic	Mythical a prince of Munster.	source1
M	Tadhg	Gaelic	Poet.	source1
M	Tadhg	Greek	Honor.	source1
M	Tadhg	Irish	Bard.	source1
M	Tadhg	Old Irish	poet	source2
M	Tadleigh	Irish	Bard.	source1
M	Tadmor	Biblical	The palm-tree, bitterness.	source1
M	Tad	Welsh	Father.	source1
M	Tafadhdhal	Muslim	Favor. Obligation..	source1
M	Taffy	Scottish	Diminutive of David: Beloved or friend, adopted from the Hebrew. David was a common name of Scottish kings in the Middle Ages.	source1
M	Taffy	Welsh	Diminutive of David: Beloved or friend, from the Hebrew. Sixth century St David (or Dewi) was patron saint of Wales.	source1
M	Tage	Danish	Day.	source1
M	Tage	Old Norse	Words: take	source2
M	Tage	Swedish	Day.	source1
M	Tage	Teutonic	Day.	source1
M	Taggart	Gaelic	Son of a prelate.	source1
M	Tag	Irish	Handsome. Variant of Teague.	source1
M	Tag	Teutonic	Day.	source1
M	Taha	Arabic	 	source2
M	Tahan	Biblical	Beseeching, merciful.	source1
M	Tahapenes	Biblical	Secret temptation.	source1
M	Tahath	Biblical	Fear, going down.	source1
M	Tahbert	German	Brilliant.	source1
M	Tahir	Muslim	Pure. Chaste. Modest..	source1
M	Tahj	Unknown	 	source2
M	Tahkeome	NativeAmerican	Little robe (Cheyenne).	source1
M	Tahmelapachme	NativeAmerican	Dull knife (Cheyenne).	source1
M	Tahrea	Biblical	Anger, wicked contention.	source1
M	Tahu	Arabic	Pure.	source1
M	Tahurer	English	Drummer.	source1
M	Taicligh	Irish	Peaceful.	source1
M	Taidgh	Greek	Honor.	source1
M	Taidhg	Gaelic	Poet.	source1
M	Taiga	Japanese	Words: big, great, large / elegant, graceful	source2
M	Taiki	Japanese	large radiance	source2
M	Taillefer	French	Works in iron.	source1
M	Taima	NativeAmerican	Thunder.	source1
M	Tait	English	Cheerful.	source1
M	Taithleach	Gaelic	Quiet.	source1
M	Tait	Irish	Measure of land. Surname.	source1
M	Tait	Norse	Happy.	source1
M	Tait	Scandinavian	Mirth.	source1
M	Tait	Swedish	Happy.	source1
M	Tai	Unknown	 	source2
M	Taj	African	Exalted. (Urdu).	source1
M	Tajammul	Muslim	Beauty. Dignity..	source1
M	Tajei	Norse	Spear of Thor.	source1
M	Taji	Japanese	Silver and yellow color.	source1
M	Taj	Indian	Crown.	source1
M	Tajo	Spanish	Day.	source1
M	Tajo	Teutonic	Day.	source1
M	Taj	Sanskrit	Crown.	source1
M	Taj	Unknown	 	source2
M	Tajwar	Muslim	King. Crowned..	source1
M	Takashi	Japanese	filial piety	source2
M	Takeo	Japanese	hero, gentleman	source2
M	Takeo	Japanese	Strong like bamboo.	source1
M	Takeru	Japanese	warrior, military	source2
M	Takeshi	Japanese	warrior, military	source2
M	Takis	Greek	All holy.	source1
M	Takoda	NativeAmerican	Friend to everyone (Sioux).	source1
M	Takshaka	Indian	Carpenter.	source1
M	Takumi	Japanese	artisan, carpenter	source2
M	Takuya	Japanese	Words: open up, expand / be	source2
M	Talal	Muslim	Nice. Admirable..	source1
M	Talan	Old French	talon, claw	source2
M	Talbert	English	Tall. Variant of Tal. Surname.	source1
M	Talbot	English	Tall. Variant of Tal. Surname.	source1
M	Talbot	French	Bloodhound.	source1
M	Talbot	Shakespearean	'Henry VI, Part 1' Lord Talbot, afterwards Earl of Shrewsbury.	source1
M	Talbott	English	Tall. Variant of Tal. Surname.	source1
M	Talehot	French	Bloodhound.	source1
M	Tal	English	Tall.	source1
M	Talen	Old French	talon, claw	source2
M	Talford	English	Tall. Variant of Tal. Surname.	source1
M	Talhah	Unknown	 	source2
M	Talha	Muslim	Kind of tree..	source1
M	Talha	Unknown	 	source2
M	Tal	Hebrew	dew	source2
M	Talib	Muslim	Candidate. Student..	source1
M	Taliesin	ArthurianLegend	Sixth century poet.	source1
M	Taliesin	Celtic	Bard.	source1
M	Taliesin	Welsh	Handsome; radiant brow.  6th century Welsh bard and author of the Book of Taliesin.	source1
M	Tal	Israeli	Dew.	source1
M	Tallon	English	Tall. Variant of Tal. Surname.	source1
M	Tally	Irish	Surname.	source1
M	Talmadge	English	Tall. Variant of Tal. Surname.	source1
M	Talmai	Biblical	My furrow, that suspends the waters, heap of waters.	source1
M	Talo	Finnish	House.	source1
M	Talon	English	Claw.	source1
M	Talon	French	Sharp.	source1
M	Talon	Old French	talon, claw	source2
M	Talus	Greek	Mechanical man made by Hephaestus.	source1
M	Talyessin	Welsh	Handsome.	source1
M	Tamah	Biblical	Blotting or wiping out, smiting.	source1
M	Tamam	Muslim	Generous..	source1
M	Tam	Aramaic	Diminutive of Thomas: Twin.	source1
M	Tamar	Anglo-Saxon	From Tamar.	source1
M	Tamás	Aramaic	twin	source2
M	Tamas	Hebrew	Twin.	source1
M	Tamino	German	 	source2
M	Tamir	Arabic	Owns palm trees.	source1
M	Tamir	Muslim	One who knows dates..	source1
M	Tammo	Old High German	Words: famous, well-known	source2
M	Tammuz	Biblical	Abstruse, concealed, consumed.	source1
M	Tammy	Aramaic	Diminutive of Thomas: Twin.	source1
M	Tamnais	Scottish	Twin.	source1
M	Tamryn	Russian	Palm tree. Variant of Tamar. Biblical Tamara was daughter of King David and sister to Absalom.	source1
M	Tamtun	English	From the quiet river farm.	source1
M	Tanach	Biblical	Who humbles thee, who answers thee.	source1
M	Tancred	German	Thoughtful counsel.	source1
M	Tancredi	Old High German	Words: counsel, advice, advisor	source2
M	Tandu	Indian	God of dancing.	source1
M	Taneli	Finnish	Finnish form of Daniel.	source1
M	Taneli	Hebrew	Judged by God.	source1
M	Tangakwunu	NativeAmerican	Rainbow (Hopi).	source1
M	Tanguy	Celtic	Fighter.	source1
M	Tanguy	Celtic	fire dog	source2
M	Tanhumeth	Biblical	Consolation, repentance.	source1
M	Tanishia	African	Born on Monday.	source1
M	Tanjiro	Japanese	High-valued second son.	source1
M	Tankred	Old High German	Words: counsel, advice, advisor	source2
M	Tannere	English	Leather maker.	source1
M	Tanner	English	Worker in leather.	source1
M	Tanner	Old English	tanner	source2
M	Tano	Latin	from Caieta	source2
M	Tantalus	Greek	Condemned to etemal torment.	source1
M	Tanton	English	From the quiet river farm.	source1
M	Tanweer	Muslim	Variant of Tanwir: Enlightening. Illuminating..	source1
M	Tanwir	Muslim	Enlightening. Illuminating..	source1
M	Tao	Mandarin	big wave	source2
M	Tao	Unknown	 	source2
M	Tapani	Hebrew	Victorious.	source1
M	Tapani	Old Greek	the crowned	source2
M	Tapio	Unknown	 	source2
M	Tappuah	Biblical	Apple, swelling.	source1
M	Taqqee	Muslim	Variant of Taqqi: God-fearing. Pious..	source1
M	Taqqi	Muslim	God-fearing. Pious..	source1
M	Tarafah	Arabic	Tree.	source1
M	Tarah	Biblical	A hair, a wretch, one banished.	source1
M	Taralah	Biblical	Searching out slander, or strength.	source1
M	Taras	Old Greek	of Taras	source2
M	Tarcisio	Latin	 	source2
M	Tarea	Biblical	Howling, doing evil.	source1
M	Tareef	Muslim	Variant of Tarif: Rare. Uncommon..	source1
M	Tarek	Arabic	he who pounds at the door	source2
M	Tarek	Arabic	Morning star. Variant of Tariq.	source1
M	Taren	Welsh	Thunder.	source1
M	Tareq	Arabic	Morning star. Variant of Tariq.	source1
M	Tarfah	Muslim	Kind of tree..	source1
M	Tarick	Arabic	Morning star. Variant of Tariq.	source1
M	Tarif	Arabic	Unique.	source1
M	Tarif	Muslim	Rare. Uncommon..	source1
M	Tarik	Arabic	he who pounds at the door	source2
M	Tarik	Arabic	Morning star. Variant of Tariq.	source1
M	Tarik	Egyptian	Name of a warrior.	source1
M	Tariq	Arabic	he who pounds at the door	source2
M	Tariq	Arabic	Morning star. An 8th century Islamic military leader who conquered Spain for the Moors.	source1
M	Tariq	Muslim	Nightcomer. Morning star..	source1
M	Tarique	Arabic	Morning star. Variant of Tariq.	source1
M	Tarleton	English	From the thunder estate.	source1
M	Tarnkappe	Norse	A mythical cloak that renders its wearer invisible.	source1
M	Taro	Japanese	Big boy.	source1
M	Taron	English	Terran means 'Earthman.' Variants are contemporary rhyming blends of Ter- plus Darin.	source1
M	Taron	Unknown	 	source2
M	Tarpelite	Biblical	'Ravisher, succession of miracles'	source1
M	Tarrant	Welsh	Thunder.	source1
M	Tarran	Welsh	Thunder.	source1
M	Tarrence	English	Roman clan name.	source1
M	Tarrence	Latin	Roman clan name.	source1
M	Tarrin	English	Terran means 'Earthman.' Variants are contemporary rhyming blends of Ter- plus Darin.	source1
M	Tarshish	Biblical	Contemplation, examination.	source1
M	Tarsus	Biblical	Winged, feathered.	source1
M	Tartak	Biblical	Chained, bound, shut up.	source1
M	Tartan	Biblical	A general (official title).	source1
M	Taryn	Welsh	Thunder.	source1
M	Tasadduq	Muslim	Giving alms. Donation..	source1
M	Tasawwur	Muslim	Imagination. Conception..	source1
M	Tasha	Russian	Abbreviation of Natasha - the Russian form of the English Natalie 'Born at Christmas.'.	source1
M	Tassa	English	Abbreviation of Natasha - the Russian form of the English Natalie 'Born at Christmas.'.	source1
M	Tassilo	Unknown	maybe badger	source2
M	Tasso	Unknown	maybe badger	source2
M	Tasunke	NativeAmerican	Horse (Dakota).	source1
M	Tatanka ptecila	NativeAmerican	Short bull (Dakota).	source1
M	Tate	English	Cheerful.	source1
M	Tate	Irish	Measure of land. Surname.	source1
M	Tate	NativeAmerican	He who talks too much.	source1
M	Tate	Old Norse	cheerful	source2
M	Tate	Scandinavian	Cheerful.	source1
M	Tathagata	Indian	Walks the straightway.	source1
M	Tathir	Muslim	Effectiveness. Impression..	source1
M	Tatnai	Biblical	That gives, the overseer of the gifts and tributes.	source1
M	Tatum	Old English	Tate's homestead	source2
M	Tau	African	Lion.	source1
M	Tau	Egyptian	Lion.	source1
M	Taufeeq	Muslim	Variant of Taufiq: Prosperity. Help[See Muslim Names in Help file for usage guidelines].	source1
M	Taufiq	Muslim	Prosperity. Help[See Muslim Names in Help file for usage guidelines].	source1
M	Taulant	Albanian	 	source2
M	Tauqeer	Muslim	Variant of Tauqir: Honor. Respect..	source1
M	Tauqir	Muslim	Honor. Respect..	source1
M	Taurean	Latin	Bull-like. Refers to the saint Taurinus. Taurus is a constellation picturing the forequarters of a bull and is second sign in the astrological Zodiac.	source1
M	Taurino	Spanish	Bull-like. The constellation Taurus.	source1
M	Tauro	Spanish	Bull-like. The constellation Taurus.	source1
M	Taurus	Latin	Bull-like. Refers to the saint Taurinus. Taurus is a constellation picturing the forequarters of a bull and is second sign in the astrological Zodiac.	source1
M	Taurus	Shakespearean	Antony and Cleopatra'. Lieutenant-General to Caesar.	source1
M	Taveon	Irish	Variant of the word 'teeve' meaning hillside.	source1
M	Taveon	Scottish	Variant of Thomas 'twin.'.	source1
M	Tavey	Latin	Born eighth.	source1
M	Tavey	Scottish	Twin.	source1
M	Tavian	Unknown	 	source2
M	Tavin	French	A nickname for Gustav 'royal staff.'.	source1
M	Tavin	German	A nickname for Gustav 'royal staff.'.	source1
M	Tavin	Irish	Variant of the word 'teeve' meaning hillside.	source1
M	Tavin	Scottish	Variant of Thomas 'twin.'.	source1
M	Tavio	Irish	Variant of the word 'teeve' meaning hillside.	source1
M	Tavion	Irish	Variant of the word 'teeve' meaning hillside.	source1
M	Tavion	Scottish	Variant of Thomas 'twin.'.	source1
M	Tavion	Unknown	 	source2
M	Tavio	Scottish	Variant of Thomas 'twin.'.	source1
M	Tavio	Spanish	Abbreviation of Octavio 'eighth.'.	source1
M	Tavish	Scottish	Twin.	source1
M	Tavis	Irish	Variant of the word 'teeve' meaning hillside.	source1
M	Tavis	Scottish	Twin.	source1
M	Tavon	Irish	Variant of the word 'teeve' meaning hillside.	source1
M	Tavon	Scottish	Variant of Thomas 'twin.'.	source1
M	Tavon	Unknown	 	source2
M	Taweel	Arabic	Tall.	source1
M	Tawfeeq	Muslim	Variant of Tawfiq: Success. Reconciliation..	source1
M	Tawfiq	Muslim	Success. Reconciliation..	source1
